key,sender,senderID,addressee,addresseeID,senderDate,senderPlace,senderPlaceID,page,notes,edition
192,Robert Volkmann,11876912X,Heinrich Kotzolt,11634542X,1878-01-19,Budapest,https://www.geonames.org/3054643,435,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
193,Robert Volkmann,11876912X,Ágoston von Trefort,117408603,1878,,,436,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
194,Robert Volkmann,11876912X,B. Schotts Söhne,4053219-7,1878-10-19/1878-10-20,Budapest,https://www.geonames.org/3054643,437,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
195,Robert Volkmann,11876912X,B. Schotts Söhne,4053219-7,1878-10-21/1878-10-23,Budapest,https://www.geonames.org/3054643,439,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
196,Robert Volkmann,11876912X,Ernst Friedrich Richter,116510927,1878-11-19,Budapest,https://www.geonames.org/3054643,442,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
197,Robert Volkmann,11876912X,Heinrich Kotzolt,11634542X,1878-12-04,Budapest,https://www.geonames.org/3054643,443,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
198,Robert Volkmann,11876912X,Wilhelm Rust,116711728,"{1879-05-07,1879-05-22}",Budapest,https://www.geonames.org/3054643,444,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
199,Robert Volkmann,11876912X,Constantin Bürgel,1076420702,1879-06-13,Budapest,https://www.geonames.org/3054643,446,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
200,Robert Volkmann,11876912X,Wilhelm Rust,116711728,1879-07-20,Budapest,https://www.geonames.org/3054643,447,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
201,Robert Volkmann,11876912X,Wilhelm Rust,116711728,1879-08-18,Budapest,https://www.geonames.org/3054643,449,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
202,Robert Volkmann,11876912X,Franz Erkel,118530801,1879-09-13,Budapest,https://www.geonames.org/3054643,451,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
203,Robert Volkmann,11876912X,Wilhelm Rust,116711728,1879-09-26,Budapest,https://www.geonames.org/3054643,463,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
204,Robert Volkmann,11876912X,Wilhelm Rust,116711728,1879-12-30,Budapest,https://www.geonames.org/3054643,454,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
206,Robert Volkmann,11876912X,Wilhelm Rust,116711728,1880-02-10,Budapest,https://www.geonames.org/3054643,468,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
206,Robert Volkmann,11876912X,Wilhelm Rust,116711728,1880-09-28,Budapest,https://www.geonames.org/3054643,469,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
207,Robert Volkmann,11876912X,Heinrich Zöllner,117010235,"{1880-09-30,1880-10-01}",Budapest,https://www.geonames.org/3054643,462,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
208,Robert Volkmann,11876912X,Wilhelm Rust,116711728,1881-06-17,Budapest,https://www.geonames.org/3054643,463,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
209,Robert Volkmann,11876912X,Wilhelm Rust,116711728,1881-07-04,Budapest,https://www.geonames.org/3054643,464,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
210,Robert Volkmann,11876912X,Wilhelm Rust,116711728,1881-07-10,Budapest,https://www.geonames.org/3054643,466,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
211,Robert Volkmann,11876912X,Julius J. Mayer,,1881-07-25,Budapest,https://www.geonames.org/3054643,468,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
212,Robert Volkmann,11876912X,Ferdinand von Hiller,118704931,1881-07-27,Budapest,https://www.geonames.org/3054643,469,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
213,Robert Volkmann,11876912X,Julius J. Mayer,,1881-08-19,Budapest,https://www.geonames.org/3054643,471,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
214,Robert Volkmann,11876912X,Wilhelm Rust,116711728,1881-09-25,Budapest,https://www.geonames.org/3054643,472,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
215,Robert Volkmann,11876912X,Johannes Batka,116081368,1882-01-01,Budapest,https://www.geonames.org/3054643,475,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
216,Robert Volkmann,11876912X,Wilhelm Rust,116711728,1882-08-01,Bad Kissingen,https://www.geonames.org/2953424,476,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
217,Robert Volkmann,11876912X,Johannes Batka,116081368,1882-11-06,Budapest,https://www.geonames.org/3054643,478,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
218,Robert Volkmann,11876912X,Anna Weidel-Pokorny,,1882-11-07,Budapest,https://www.geonames.org/3054643,479,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
219,Robert Volkmann,11876912X,Anna Weidel-Pokorny,,1882-11-09,Budapest,https://www.geonames.org/3054643,481,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
220,Robert Volkmann,11876912X,Anna Weidel-Pokorny,,1882-11-19,Budapest,https://www.geonames.org/3054643,483,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
221,Robert Volkmann,11876912X,Anna Weidel-Pokorny,,1883-01-26,Budapest,https://www.geonames.org/3054643,484,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
222,Robert Volkmann,11876912X,Anna Weidel-Pokorny,,1883-02-01,,,487,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
223,Robert Volkmann,11876912X,Anna Weidel-Pokorny,,1883-02-26,Budapest,https://www.geonames.org/3054643,487,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
224,Robert Volkmann,11876912X,Johannes Batka,,1883-03-02,Budapest,https://www.geonames.org/3054643,488,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
225,Robert Volkmann,11876912X,Graf Géza Zichy,116985925,1883-05-07,Ofen,https://www.geonames.org/3054667,491,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
226,Robert Volkmann,11876912X,Graf Géza Zichy,116985925,1883-05-25,,,492,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
227,Robert Volkmann,11876912X,Graf Géza Zichy,116985925,1883-06-01,,,493,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
228,Robert Volkmann,11876912X,Graf Géza Zichy,116985925,1883-09-15,,,495,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
229,Robert Volkmann,11876912X,Graf Géza Zichy,116985925,1883-10-04,Budapest,https://www.geonames.org/3054643,497,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
230,Robert Volkmann,11876912X,Julius J. Mayer,,1883-10-27,Budapest,https://www.geonames.org/3054643,498,,"Hans Volkmann (Hrsg.), Briefe von Robert Volkmann, Leipzig 1917"
,Robert Volkmann,11876912X,W. Durany,,1854-06-24,Wien,https://www.geonames.org/2761369,,,
,Robert Volkmann,11876912X,Meier,,1857-11-10,,,,,
,Robert Volkmann,11876912X,[Gebrüder-Müller-Quartett],4751614-8,1859-03-28,Pest,https://www.geonames.org/3046446,,,
,Robert Volkmann,11876912X,Carl Friedrich Wilhelm Siegel,117360503,1864-06-06,Pest,https://www.geonames.org/3046446,,,
,Robert Volkmann,11876912X,[Eduard Schelle],117743135,1870-02-27,Pest,https://www.geonames.org/3046446,,,
,Robert Volkmann,11876912X,Rosa Anschütz,130091227,1870-12-08,Ofen,https://www.geonames.org/3054667,,,
,Robert Volkmann,11876912X,Rosa Anschütz,130091227,1872-11-06,Ofen,https://www.geonames.org/3054667,,,
,Robert Volkmann,11876912X,Heinrich Kotzolt,11634542X,1874-06-19,Ofen,https://www.geonames.org/3054667,,,
,Robert Volkmann,11876912X,Rosa Anschütz,130091227,1874-11-02,Ofen,https://www.geonames.org/3054667,,,
,Robert Volkmann,11876912X,,,1874-11-28,Budapest,https://www.geonames.org/3054643,,,
,Robert Volkmann,11876912X,Heinrich Kotzolt,11634542X,1877-01-20,Budapest,https://www.geonames.org/3054643,,,
,Robert Volkmann,11876912X,Concordia,2081967-5,1878-02-01,Budapest,https://www.geonames.org/3054643,,,
,Robert Volkmann,11876912X,B. Schotts Söhne,4053219-7,1880-11-19,Budapest,https://www.geonames.org/3054643,,,
,Robert Volkmann,11876912X,B. Schotts Söhne,4053219-7,1881-08-31,Budapest,https://www.geonames.org/3054643,,,
